Epoch,Train Loss,Val Loss
1,0.0320257197486602,0.0061756931245327
2,0.00929406483650982,0.005991026759147644
3,0.00651000155561832,0.004190200939774513
4,0.006091025679768528,0.005685538984835148
5,0.005714905222937945,0.0035811986308544874
6,0.004085936568914906,0.0037961197085678577
7,0.004644521245760562,0.0033044537995010614
8,0.004727272544279351,0.0036386391147971153
9,0.004040705253733956,0.003234036033973098
10,0.004118732675286253,0.003442589659243822
11,0.004256886616897618,0.0034764311276376247
12,0.003910707779318338,0.003580236341804266
13,0.003861986329450944,0.0033831121399998665
14,0.0035504183280856347,0.003126717172563076
15,0.0038581618364886996,0.003343347692862153
16,0.0038199241683688216,0.0033607741352170706
17,0.0035752158737667496,0.003820760641247034
18,0.0034097263967895882,0.0032305249478667974
19,0.0041014615301361345,0.0032151048071682453
20,0.003514778732831928,0.0033033322542905807
21,0.003350984171024322,0.0033308754209429026
22,0.003542702996038011,0.004448916297405958
23,0.003560014158731476,0.0031231313478201628
24,0.0035050135948473497,0.003306244732812047
25,0.003320320966213377,0.003930411301553249
26,0.003422590481433054,0.0034853352699428797
27,0.003461052603777393,0.0030381621327251196
28,0.0033146502391453803,0.003073820611461997
29,0.0033618767673785845,0.0031785103492438793
30,0.0034482619344627344,0.003235667245462537
31,0.003185528902030806,0.003110565012320876
32,0.0033821043676681936,0.003325263736769557
33,0.0032766324249074758,0.003260246943682432
34,0.0033271200261071623,0.003428760217502713
35,0.0032784707035489772,0.0032458456698805094
36,0.0032245010376945557,0.0034326387103646994
37,0.003317384981811123,0.0031133696902543306
38,0.003673421075215675,0.0033901603892445564
39,0.003480320929655022,0.003345728851854801
40,0.003163694758735944,0.003511385526508093
41,0.0031746546923828107,0.003154820529744029
42,0.0031193619650248315,0.0035576829686760902
43,0.003269087287053252,0.00320827285759151
44,0.0031467368903761103,0.003311371896415949
45,0.003161945723615209,0.003044990124180913
46,0.0031664940579596446,0.003108358709141612
47,0.003193461894249869,0.003908955026417971
